id,coh_diff,relevance,output,coherence,rel_diff,consistency,con_diff,fluency,flu_diff,mean_diff,mean
32,-0.9500000000000002,2.55,"Coherence: 2.05
Consistency: 1.95
Fluency: 2.35
Relevance: 2.55
Overall:2.225",2.05,-0.7833333333333337,1.95,-2.383333333333333,2.35,-0.31666666666666643,-1.1083333333333334,2.225
33,-1.4333333333333331,3.0,"Coherence: 2.9
Consistency: 3.9
Fluency: 3.0
Relevance: 3.0
Overall:3.2",2.9,-1.333333333333333,3.9,-1.1,3.0,-2.0,-1.4666666666666666,3.2
34,-0.5666666666666664,3.05,"Coherence: 3.1
Consistency: 5.0
Fluency: 2.6
Relevance: 3.05
Overall:3.4375",3.1,-0.9500000000000002,5.0,0.0,2.6,-2.4,-0.9791666666666666,3.4375
35,-1.5666666666666664,2.2,"Coherence: 2.1
Consistency: 4.15
Fluency: 4.0
Relevance: 2.2
Overall:3.1125000000000003",2.1,-2.133333333333333,4.15,-0.8499999999999996,4.0,-1.0,-1.3874999999999997,3.1125000000000003
36,-1.083333333333333,3.7,"Coherence: 3.25
Consistency: 4.95
Fluency: 3.05
Relevance: 3.7
Overall:3.7375",3.25,-0.9666666666666668,4.95,-0.04999999999999982,3.05,-1.6166666666666671,-0.9291666666666667,3.7375
37,-1.85,2.65,"Coherence: 2.15
Consistency: 4.35
Fluency: 3.0
Relevance: 2.65
Overall:3.0374999999999996",2.15,-0.6833333333333336,4.35,-0.6500000000000004,3.0,-2.0,-1.2958333333333334,3.0374999999999996
38,-1.0499999999999998,3.25,"Coherence: 2.95
Consistency: 5.0
Fluency: 2.25
Relevance: 3.25
Overall:3.3625",2.95,-0.4166666666666665,5.0,0.0,2.25,-2.75,-1.0541666666666667,3.3625
39,0.9500000000000002,5.0,"Coherence: 4.95
Consistency: 5.0
Fluency: 5.0
Relevance: 5.0
Overall:4.9875",4.95,0.666666666666667,5.0,0.0,5.0,0.0,0.4041666666666668,4.9875
40,-1.983333333333333,2.55,"Coherence: 2.35
Consistency: 1.2
Fluency: 4.5
Relevance: 2.55
Overall:2.6500000000000004",2.35,-1.1166666666666667,1.2,-0.8,4.5,0.8333333333333335,-0.7666666666666666,2.6500000000000004
41,-1.2000000000000002,3.95,"Coherence: 3.8
Consistency: 5.0
Fluency: 4.0
Relevance: 3.95
Overall:4.1875",3.8,-0.7166666666666668,5.0,0.0,4.0,-1.0,-0.7291666666666667,4.1875
42,1.0166666666666662,4.4,"Coherence: 4.35
Consistency: 5.0
Fluency: 3.1
Relevance: 4.4
Overall:4.2125",4.35,0.40000000000000036,5.0,0.0,3.1,-1.5666666666666669,-0.03750000000000009,4.2125
43,0.4500000000000002,4.9,"Coherence: 4.45
Consistency: 5.0
Fluency: 3.05
Relevance: 4.9
Overall:4.3500000000000005",4.45,0.9000000000000004,5.0,0.0,3.05,-1.9500000000000002,-0.1499999999999999,4.3500000000000005
44,0.25,4.85,"Coherence: 4.25
Consistency: 5.0
Fluency: 4.95
Relevance: 4.85
Overall:4.7625",4.25,-0.15000000000000036,5.0,0.0,4.95,-0.04999999999999982,0.012499999999999956,4.7625
45,-0.10000000000000009,4.7,"Coherence: 3.9
Consistency: 5.0
Fluency: 5.0
Relevance: 4.7
Overall:4.65",3.9,1.7000000000000002,5.0,0.0,5.0,0.0,0.4,4.65
46,-0.31666666666666643,4.1,"Coherence: 3.35
Consistency: 4.8
Fluency: 3.7
Relevance: 4.1
Overall:3.9875",3.35,-0.9000000000000004,4.8,-0.20000000000000018,3.7,-1.2999999999999998,-0.6791666666666667,3.9875
47,-0.6666666666666665,3.75,"Coherence: 2.0
Consistency: 4.2
Fluency: 2.85
Relevance: 3.75
Overall:3.1999999999999997",2.0,-0.916666666666667,4.2,-0.7999999999999998,2.85,-1.15,-0.8833333333333333,3.1999999999999997
48,-1.3333333333333335,2.1,"Coherence: 2.0
Consistency: 2.05
Fluency: 2.0
Relevance: 2.1
Overall:2.0374999999999996",2.0,-2.233333333333333,2.05,-2.95,2.0,0.33333333333333326,-1.5458333333333334,2.0374999999999996
49,0.7000000000000002,5.0,"Coherence: 4.7
Consistency: 5.0
Fluency: 4.85
Relevance: 5.0
Overall:4.887499999999999",4.7,1.0,5.0,0.0,4.85,-0.15000000000000036,0.38749999999999996,4.887499999999999
50,0.6666666666666665,5.0,"Coherence: 4.0
Consistency: 5.0
Fluency: 4.1
Relevance: 5.0
Overall:4.525",4.0,1.0,5.0,0.33333333333333304,4.1,-0.9000000000000004,0.2749999999999998,4.525
51,0.2333333333333334,5.0,"Coherence: 4.9
Consistency: 5.0
Fluency: 4.95
Relevance: 5.0
Overall:4.9625",4.9,0.33333333333333304,5.0,0.0,4.95,-0.04999999999999982,0.12916666666666665,4.9625
52,0.6166666666666671,5.0,"Coherence: 4.95
Consistency: 5.0
Fluency: 5.0
Relevance: 5.0
Overall:4.9875",4.95,0.0,5.0,0.0,5.0,0.0,0.15416666666666679,4.9875
53,1.2333333333333338,5.0,"Coherence: 4.9
Consistency: 5.0
Fluency: 5.0
Relevance: 5.0
Overall:4.975",4.9,1.0,5.0,0.0,5.0,0.0,0.5583333333333335,4.975
54,1.5,4.85,"Coherence: 4.5
Consistency: 5.0
Fluency: 4.0
Relevance: 4.85
Overall:4.5875",4.5,1.5166666666666662,5.0,0.0,4.0,-1.0,0.5041666666666665,4.5875
55,-1.0,4.95,"Coherence: 4.0
Consistency: 5.0
Fluency: 3.6
Relevance: 4.95
Overall:4.3875",4.0,-0.04999999999999982,5.0,0.0,3.6,-1.4,-0.6124999999999999,4.3875
56,-1.0,1.1,"Coherence: 1.0
Consistency: 4.85
Fluency: 1.65
Relevance: 1.1
Overall:2.15",1.0,-2.5666666666666664,4.85,-0.15000000000000036,1.65,-1.0166666666666666,-1.1833333333333333,2.15
57,-0.2833333333333332,5.0,"Coherence: 4.05
Consistency: 5.0
Fluency: 4.35
Relevance: 5.0
Overall:4.6",4.05,0.666666666666667,5.0,0.0,4.35,-0.6500000000000004,-0.06666666666666665,4.6
58,1.8833333333333333,4.95,"Coherence: 4.55
Consistency: 5.0
Fluency: 4.95
Relevance: 4.95
Overall:4.8625",4.55,0.6166666666666671,5.0,0.0,4.95,-0.04999999999999982,0.6125000000000002,4.8625
59,2.0,5.0,"Coherence: 5.0
Consistency: 5.0
Fluency: 4.25
Relevance: 5.0
Overall:4.8125",5.0,1.0,5.0,0.0,4.25,-0.75,0.5625,4.8125
60,0.33333333333333304,5.0,"Coherence: 5.0
Consistency: 5.0
Fluency: 5.0
Relevance: 5.0
Overall:5.0",5.0,0.33333333333333304,5.0,0.0,5.0,0.0,0.16666666666666652,5.0
61,1.5499999999999998,5.0,"Coherence: 4.55
Consistency: 5.0
Fluency: 4.75
Relevance: 5.0
Overall:4.825",4.55,0.666666666666667,5.0,0.33333333333333304,4.75,-0.25,0.575,4.825
62,-2.0,4.0,"Coherence: 3.0
Consistency: 4.2
Fluency: 3.35
Relevance: 4.0
Overall:3.6374999999999997",3.0,-0.33333333333333304,4.2,-0.7999999999999998,3.35,-1.3166666666666669,-1.1125,3.6374999999999997
63,0.28333333333333366,4.0,"Coherence: 2.95
Consistency: 4.7
Fluency: 3.15
Relevance: 4.0
Overall:3.7",2.95,0.3333333333333335,4.7,2.7,3.15,-1.516666666666667,0.45000000000000007,3.7
64,0.48333333333333317,3.05,"Coherence: 2.15
Consistency: 3.6
Fluency: 2.75
Relevance: 3.05
Overall:2.8874999999999997",2.15,-0.28333333333333366,3.6,1.2666666666666666,2.75,0.4166666666666665,0.4708333333333331,2.8874999999999997
65,-0.666666666666667,4.25,"Coherence: 4.0
Consistency: 5.0
Fluency: 4.05
Relevance: 4.25
Overall:4.325",4.0,-0.75,5.0,0.0,4.05,-0.6166666666666671,-0.5083333333333335,4.325
66,-0.016666666666666607,5.0,"Coherence: 4.65
Consistency: 5.0
Fluency: 4.0
Relevance: 5.0
Overall:4.6625",4.65,1.0,5.0,0.0,4.0,-1.0,-0.004166666666666652,4.6625
67,-0.9500000000000002,4.05,"Coherence: 3.05
Consistency: 5.0
Fluency: 3.05
Relevance: 4.05
Overall:3.7874999999999996",3.05,0.3833333333333333,5.0,0.0,3.05,-1.9500000000000002,-0.6291666666666668,3.7874999999999996
68,-0.666666666666667,4.15,"Coherence: 4.0
Consistency: 5.0
Fluency: 5.0
Relevance: 4.15
Overall:4.5375",4.0,0.15000000000000036,5.0,0.0,5.0,0.0,-0.12916666666666665,4.5375
69,-1.1333333333333329,3.95,"Coherence: 3.2
Consistency: 5.0
Fluency: 4.85
Relevance: 3.95
Overall:4.25",3.2,-0.04999999999999982,5.0,0.0,4.85,-0.15000000000000036,-0.33333333333333326,4.25
70,-0.766666666666667,4.2,"Coherence: 3.9
Consistency: 5.0
Fluency: 4.95
Relevance: 4.2
Overall:4.5125",3.9,0.20000000000000018,5.0,0.0,4.95,-0.04999999999999982,-0.15416666666666667,4.5125
71,-0.7166666666666668,4.05,"Coherence: 3.95
Consistency: 5.0
Fluency: 4.05
Relevance: 4.05
Overall:4.2625",3.95,-0.2833333333333332,5.0,0.0,4.05,-0.6166666666666671,-0.4041666666666668,4.2625
72,-2.05,1.85,"Coherence: 1.95
Consistency: 1.0
Fluency: 2.15
Relevance: 1.85
Overall:1.7374999999999998",1.95,-2.483333333333333,1.0,-3.666666666666667,2.15,-2.85,-2.7624999999999997,1.7374999999999998
73,-1.2833333333333332,3.95,"Coherence: 3.05
Consistency: 5.0
Fluency: 4.0
Relevance: 3.95
Overall:4.0",3.05,-0.7166666666666668,5.0,0.0,4.0,-0.33333333333333304,-0.5833333333333333,4.0
74,-0.36666666666666714,4.25,"Coherence: 4.3
Consistency: 5.0
Fluency: 4.1
Relevance: 4.25
Overall:4.4125",4.3,-0.75,5.0,0.0,4.1,-0.5666666666666673,-0.4208333333333336,4.4125
75,0.06666666666666732,4.8,"Coherence: 4.4
Consistency: 5.0
Fluency: 4.2
Relevance: 4.8
Overall:4.6",4.4,0.7999999999999998,5.0,0.0,4.2,-0.7999999999999998,0.01666666666666683,4.6
76,-0.2833333333333332,4.15,"Coherence: 4.05
Consistency: 5.0
Fluency: 5.0
Relevance: 4.15
Overall:4.55",4.05,-0.18333333333333268,5.0,0.0,5.0,0.0,-0.11666666666666647,4.55
77,0.4166666666666665,3.25,"Coherence: 2.75
Consistency: 4.85
Fluency: 3.55
Relevance: 3.25
Overall:3.5999999999999996",2.75,-0.08333333333333348,4.85,0.18333333333333268,3.55,0.5499999999999998,0.2666666666666664,3.5999999999999996
78,-0.6166666666666667,2.0,"Coherence: 1.05
Consistency: 1.7
Fluency: 1.9
Relevance: 2.0
Overall:1.6625",1.05,-0.3333333333333335,1.7,-0.9666666666666666,1.9,-0.10000000000000009,-0.5041666666666667,1.6625
79,-0.6833333333333336,3.9,"Coherence: 2.65
Consistency: 4.6
Fluency: 3.15
Relevance: 3.9
Overall:3.5749999999999997",2.65,0.8999999999999999,4.6,0.2666666666666666,3.15,-0.8500000000000001,-0.09166666666666679,3.5749999999999997
80,-0.9500000000000002,3.0,"Coherence: 2.05
Consistency: 3.95
Fluency: 3.0
Relevance: 3.0
Overall:3.0",2.05,-2.0,3.95,-1.0499999999999998,3.0,-2.0,-1.5,3.0
81,-0.38333333333333286,4.05,"Coherence: 3.95
Consistency: 5.0
Fluency: 3.95
Relevance: 4.05
Overall:4.2375",3.95,-0.2833333333333332,5.0,0.0,3.95,-1.0499999999999998,-0.4291666666666665,4.2375
82,0.2333333333333334,4.0,"Coherence: 3.9
Consistency: 5.0
Fluency: 4.0
Relevance: 4.0
Overall:4.225",3.9,-0.33333333333333304,5.0,0.0,4.0,-1.0,-0.2749999999999999,4.225
83,0.0,3.65,"Coherence: 4.0
Consistency: 5.0
Fluency: 4.0
Relevance: 3.65
Overall:4.1625",4.0,-0.6833333333333331,5.0,0.0,4.0,-1.0,-0.4208333333333333,4.1625
84,1.0,4.2,"Coherence: 4.0
Consistency: 5.0
Fluency: 4.05
Relevance: 4.2
Overall:4.3125",4.0,0.5333333333333337,5.0,0.0,4.05,-0.9500000000000002,0.14583333333333337,4.3125
85,-0.4333333333333331,3.6,"Coherence: 3.9
Consistency: 5.0
Fluency: 4.0
Relevance: 3.6
Overall:4.125",3.9,-0.733333333333333,5.0,0.0,4.0,-1.0,-0.5416666666666665,4.125
86,-0.016666666666666607,4.85,"Coherence: 4.65
Consistency: 5.0
Fluency: 3.9
Relevance: 4.85
Overall:4.6",4.65,0.18333333333333268,5.0,0.0,3.9,-1.1,-0.2333333333333335,4.6
87,-0.18333333333333268,4.45,"Coherence: 4.15
Consistency: 5.0
Fluency: 3.95
Relevance: 4.45
Overall:4.3875",4.15,-0.5499999999999998,5.0,0.0,3.95,-1.0499999999999998,-0.4458333333333331,4.3875
88,-1.0,2.0,"Coherence: 2.0
Consistency: 1.25
Fluency: 3.9
Relevance: 2.0
Overall:2.2875",2.0,-2.333333333333333,1.25,-0.08333333333333326,3.9,0.8999999999999999,-0.6291666666666667,2.2875
89,-0.2833333333333332,4.0,"Coherence: 4.05
Consistency: 5.0
Fluency: 4.0
Relevance: 4.0
Overall:4.2625",4.05,-0.33333333333333304,5.0,0.0,4.0,-1.0,-0.40416666666666656,4.2625
90,-0.9000000000000004,4.0,"Coherence: 4.1
Consistency: 5.0
Fluency: 4.0
Relevance: 4.0
Overall:4.275",4.1,-1.0,5.0,0.0,4.0,-1.0,-0.7250000000000001,4.275
91,0.8499999999999996,4.7,"Coherence: 4.85
Consistency: 5.0
Fluency: 4.0
Relevance: 4.7
Overall:4.6375",4.85,0.36666666666666714,5.0,0.0,4.0,-1.0,0.054166666666666696,4.6375
92,-0.2833333333333332,4.15,"Coherence: 4.05
Consistency: 5.0
Fluency: 5.0
Relevance: 4.15
Overall:4.55",4.05,0.15000000000000036,5.0,0.0,5.0,0.0,-0.033333333333333215,4.55
93,-1.15,4.0,"Coherence: 3.85
Consistency: 5.0
Fluency: 3.95
Relevance: 4.0
Overall:4.2",3.85,-0.666666666666667,5.0,0.33333333333333304,3.95,-1.0499999999999998,-0.6333333333333334,4.2
94,0.4333333333333331,4.25,"Coherence: 4.1
Consistency: 5.0
Fluency: 3.95
Relevance: 4.25
Overall:4.325",4.1,-0.08333333333333304,5.0,0.0,3.95,-1.0499999999999998,-0.17499999999999993,4.325
95,0.31666666666666643,4.0,"Coherence: 2.65
Consistency: 4.9
Fluency: 3.9
Relevance: 4.0
Overall:3.8625000000000003",2.65,-0.666666666666667,4.9,-0.09999999999999964,3.9,-1.1,-0.38750000000000007,3.8625000000000003
96,0.33333333333333326,1.95,"Coherence: 2.0
Consistency: 1.55
Fluency: 2.0
Relevance: 1.95
Overall:1.875",2.0,-1.05,1.55,0.21666666666666679,2.0,-2.333333333333333,-0.7083333333333333,1.875
97,-0.2833333333333332,4.35,"Coherence: 4.05
Consistency: 5.0
Fluency: 3.0
Relevance: 4.35
Overall:4.1",4.05,0.34999999999999964,5.0,0.0,3.0,-1.333333333333333,-0.31666666666666665,4.1
98,0.3666666666666667,3.75,"Coherence: 3.7
Consistency: 5.0
Fluency: 3.9
Relevance: 3.75
Overall:4.0874999999999995",3.7,0.75,5.0,0.0,3.9,-1.1,0.004166666666666652,4.0874999999999995
99,-0.13333333333333286,4.25,"Coherence: 4.2
Consistency: 5.0
Fluency: 3.2
Relevance: 4.25
Overall:4.1625",4.2,0.25,5.0,0.0,3.2,-1.1333333333333329,-0.25416666666666643,4.1625
100,-1.0,2.0,"Coherence: 2.0
Consistency: 5.0
Fluency: 3.65
Relevance: 2.0
Overall:3.1625",2.0,-0.6666666666666665,5.0,0.0,3.65,-1.35,-0.7541666666666667,3.1625
101,1.1166666666666667,4.1,"Coherence: 3.45
Consistency: 5.0
Fluency: 3.95
Relevance: 4.1
Overall:4.125",3.45,0.09999999999999964,5.0,0.0,3.95,-1.0499999999999998,0.04166666666666663,4.125
102,-0.1499999999999999,4.2,"Coherence: 3.85
Consistency: 5.0
Fluency: 4.0
Relevance: 4.2
Overall:4.2625",3.85,0.5333333333333337,5.0,0.0,4.0,-1.0,-0.15416666666666656,4.2625
103,0.1333333333333333,4.05,"Coherence: 3.8
Consistency: 5.0
Fluency: 4.0
Relevance: 4.05
Overall:4.2125",3.8,0.04999999999999982,5.0,0.0,4.0,-1.0,-0.20416666666666672,4.2125
104,-4.0,1.0,"Coherence: 1.0
Consistency: 1.0
Fluency: 3.75
Relevance: 1.0
Overall:1.6875",1.0,-3.0,1.0,-0.33333333333333326,3.75,-1.25,-2.145833333333333,1.6875
105,-1.0,4.9,"Coherence: 4.0
Consistency: 5.0
Fluency: 3.25
Relevance: 4.9
Overall:4.2875",4.0,-0.09999999999999964,5.0,0.0,3.25,-0.75,-0.4624999999999999,4.2875
106,-0.2333333333333334,2.9,"Coherence: 2.1
Consistency: 5.0
Fluency: 3.95
Relevance: 2.9
Overall:3.4875",2.1,-0.10000000000000009,5.0,0.0,3.95,-0.7166666666666668,-0.26250000000000007,3.4875
107,0.09999999999999964,4.1,"Coherence: 4.1
Consistency: 5.0
Fluency: 4.0
Relevance: 4.1
Overall:4.3",4.1,0.09999999999999964,5.0,0.0,4.0,-1.0,-0.20000000000000018,4.3
108,-2.433333333333333,1.95,"Coherence: 1.9
Consistency: 2.45
Fluency: 4.6
Relevance: 1.95
Overall:2.7249999999999996",1.9,-0.7166666666666666,2.45,-2.55,4.6,-0.40000000000000036,-1.525,2.7249999999999996
109,-1.083333333333333,4.0,"Coherence: 3.25
Consistency: 5.0
Fluency: 3.9
Relevance: 4.0
Overall:4.0375",3.25,-0.33333333333333304,5.0,0.666666666666667,3.9,-1.1,-0.4624999999999998,4.0375
110,-0.9500000000000002,3.3,"Coherence: 2.05
Consistency: 2.2
Fluency: 2.05
Relevance: 3.3
Overall:2.4",2.05,-0.03333333333333366,2.2,-2.8,2.05,0.3833333333333331,-0.8500000000000002,2.4
111,-0.08333333333333348,3.85,"Coherence: 2.25
Consistency: 5.0
Fluency: 3.0
Relevance: 3.85
Overall:3.525",2.25,0.18333333333333357,5.0,0.0,3.0,-1.333333333333333,-0.30833333333333324,3.525
112,-0.30000000000000004,2.0,"Coherence: 1.7
Consistency: 1.95
Fluency: 2.0
Relevance: 2.0
Overall:1.9125",1.7,-1.3333333333333335,1.95,-0.7166666666666666,2.0,-1.0,-0.8375,1.9125
113,0.11666666666666714,4.95,"Coherence: 4.45
Consistency: 5.0
Fluency: 4.0
Relevance: 4.95
Overall:4.6",4.45,0.2833333333333332,5.0,0.0,4.0,-1.0,-0.1499999999999999,4.6
114,0.9333333333333331,5.0,"Coherence: 4.6
Consistency: 5.0
Fluency: 4.0
Relevance: 5.0
Overall:4.65",4.6,0.0,5.0,0.0,4.0,-1.0,-0.01666666666666672,4.65
115,-1.1333333333333333,2.85,"Coherence: 2.2
Consistency: 5.0
Fluency: 4.05
Relevance: 2.85
Overall:3.5250000000000004",2.2,0.18333333333333357,5.0,0.0,4.05,-0.6166666666666671,-0.3916666666666667,3.5250000000000004
116,-0.2833333333333332,4.8,"Coherence: 4.05
Consistency: 5.0
Fluency: 3.05
Relevance: 4.8
Overall:4.225",4.05,-0.20000000000000018,5.0,0.0,3.05,-1.9500000000000002,-0.6083333333333334,4.225
117,0.7666666666666662,4.75,"Coherence: 4.1
Consistency: 5.0
Fluency: 4.0
Relevance: 4.75
Overall:4.4625",4.1,1.0833333333333335,5.0,0.0,4.0,-1.0,0.2124999999999999,4.4625
118,1.0499999999999998,4.85,"Coherence: 4.05
Consistency: 5.0
Fluency: 4.0
Relevance: 4.85
Overall:4.475",4.05,0.8499999999999996,5.0,0.0,4.0,-0.666666666666667,0.3083333333333331,4.475
119,0.0,4.05,"Coherence: 4.0
Consistency: 5.0
Fluency: 4.0
Relevance: 4.05
Overall:4.2625",4.0,-0.2833333333333332,5.0,0.0,4.0,-1.0,-0.3208333333333333,4.2625
120,-0.48333333333333295,4.8,"Coherence: 3.85
Consistency: 5.0
Fluency: 3.95
Relevance: 4.8
Overall:4.4",3.85,0.13333333333333286,5.0,0.0,3.95,-0.04999999999999982,-0.09999999999999998,4.4
121,0.7333333333333334,3.8,"Coherence: 3.4
Consistency: 5.0
Fluency: 4.05
Relevance: 3.8
Overall:4.0625",3.4,0.46666666666666634,5.0,0.0,4.05,-0.9500000000000002,0.06249999999999989,4.0625
122,0.6166666666666667,4.8,"Coherence: 3.95
Consistency: 5.0
Fluency: 4.0
Relevance: 4.8
Overall:4.4375",3.95,0.13333333333333286,5.0,0.0,4.0,-0.666666666666667,0.02083333333333315,4.4375
